x y n
-0.210164 -7.51884 50000
-4.65785 -3.91252 50000
3.77368 11.899 50000
2.54699 -2.37174 50000
1.28689 -3.54141 50000
6.84792 0.610185 50000
-3.2375 -1.86951 50000
0.161354 0.322226 50000
10.6721 -1.12788 50000
-10.4594 4.28016 50000
-7.39978 9.17502 50000
1.18681 7.01686 50000
-1.15582 11.6701 50000
4.75104 -13.3066 50000
-2.92943 8.69978 50000
5.70168 -1.31738 50000
1.00968 10.5591 50000
-1.69868 0.135377 50000
-1.74424 -4.11468 50000
-5.40861 6.19926 50000
0.978826 -3.02383 50000
-7.87824 -11.2854 50000
-0.0416777 6.61213 50000
3.4824 11.469 50000
4.73293 -3.48726 50000
-7.3737 1.09946 50000
-10.3632 -2.77418 50000
-6.86533 12.589 50000
-7.01634 5.49274 50000
1.73697 -2.58015 50000
2.40773 8.05537 50000
-7.72366 5.59063 50000
8.78458 -7.46769 50000
6.82674 8.14418 50000
-1.82081 1.71514 50000
13.0463 1.60702 50000
-3.48555 -1.18921 50000
0.920915 6.99982 50000
0.820128 8.79459 50000
-1.84904 -7.97999 50000
-7.24376 -6.80451 50000
-8.41131 6.68165 50000
-1.11323 -4.27937 50000
11.628 2.78674 50000
-4.23853 -4.10422 50000
10.9772 -5.26345 50000
12.4361 -6.33665 50000
-2.94846 -6.15269 50000
2.25389 3.08282 50000
5.71272 -0.825437 50000
-9.7069 -2.18065 50000
-4.36035 -1.85669 50000
-6.25123 9.57453 50000
-9.4831 -2.9312 50000
-6.91787 -10.8151 50000
-4.06481 -10.2501 50000
-6.61307 10.4896 50000
-8.16417 10.9271 50000
4.36137 -11.4259 50000
-0.849191 -6.75849 50000
4.24031 2.37572 50000
10.2653 -2.32878 50000
-4.80035 1.44971 50000
1.1211 4.77588 50000
12.264 0.574156 50000
3.95329 -1.92349 50000
-7.81292 -11.4372 50000
12.5115 -1.05766 50000
-2.08838 -12.545 50000
4.85079 -5.73761 50000
4.45135 9.58696 50000
4.24998 -3.04518 50000
-10.897 3.64089 50000
-8.21225 2.22048 50000
-2.23021 4.82934 50000
10.6085 -6.05316 50000
7.67715 -11.1296 50000
5.40867 7.16856 50000
-12.7373 -4.08992 50000
7.17538 -4.00903 50000
0.520896 -2.95142 50000
-9.29221 -1.11735 50000
0.584507 -11.3743 50000
-12.0467 -0.25657 50000
-3.17694 2.92305 50000
0.689241 3.65403 50000
-2.75943 7.43755 50000
-1.41834 -4.28642 50000
5.4532 2.38452 50000
5.15218 4.87127 50000
-9.3156 -4.84155 50000
3.46559 1.39269 50000
6.60097 -4.77274 50000
-3.39665 11.8226 50000
10.3426 -0.397711 50000
-11.2719 1.52704 50000
4.28035 -1.44876 50000
-7.82823 -2.21382 50000
-8.3078 -6.0189 50000
-4.66445 7.26585 50000
1.30563 1.97819 50000
-7.35348 -9.58786 50000
-1.80869 -12.7295 50000
13.0975 -2.53089 50000
1.88482 1.38244 50000
8.6059 -7.15572 50000
10.1634 -7.29789 50000
-12.4206 0.978041 50000
-10.0392 3.22301 50000
6.6093 -4.42937 50000
8.61154 -7.59681 50000
3.20599 0.345153 50000
-3.04151 9.94237 50000
-12.0965 5.06759 50000
9.24216 7.47967 50000
-11.8158 8.35539 50000
-4.62045 9.783 50000
1.26622 -9.88823 50000
7.04034 5.17476 50000
11.0569 -7.08499 50000
-5.95532 -11.035 50000
4.61695 10.8336 50000
-6.94844 5.531 50000
5.37361 -4.34209 50000
11.0627 -5.39765 50000
4.45728 7.20089 50000
-1.21591 9.28971 50000
3.43276 5.98379 50000
-0.650709 3.42296 50000
1.63419 -0.755298 50000
3.61416 -2.79696 50000
-0.338836 -4.26789 50000
-3.08667 -9.32537 50000
-1.35291 5.22051 50000
-5.90153 1.42298 50000
0.658746 11.4977 50000
-4.30048 6.0882 50000
-6.05948 -7.57324 50000
-3.46436 12.0964 50000
6.00125 11.7517 50000
-1.1844 12.9649 50000
9.97569 5.38213 50000
9.949 2.40461 50000
11.3591 -8.36547 50000
-5.15885 -8.44674 50000
-12.4244 2.87808 50000
-5.81018 -8.86152 50000
5.88885 -9.64107 50000
-1.62279 -8.67473 50000
-1.29045 -11.303 50000
-1.45997 -8.72672 50000
-8.70662 11.4549 50000
6.68848 11.2453 50000
-13.0346 -4.5425 50000
-7.86238 11.9022 50000
-2.93669 -6.51722 50000
6.22339 11.955 50000
4.53428 4.94431 50000
-9.33727 -3.54337 50000
-5.22671 -0.342989 50000
1.95688 -9.12777 50000
-4.1966 -1.09894 50000
4.7181 -1.21771 50000
-8.22454 6.97178 50000
-7.16103 -2.05902 50000
3.84791 6.00236 50000
-2.95055 0.435528 50000
5.06084 1.71217 50000
-3.77663 13.0934 50000
-8.92547 -2.52628 50000
6.77766 -12.6216 50000
-11.7187 5.53517 50000
1.40583 -4.71975 50000
9.89838 8.56377 50000
1.56635 -0.902178 50000
4.95543 10.2739 50000
-11.9606 6.75424 50000
6.14344 -5.39773 50000
4.67661 0.847595 50000
8.78345 1.85939 50000
-7.71993 5.56572 50000
-5.09682 -1.08129 50000
8.28782 -4.75379 50000
-12.0914 2.25581 50000
-2.70106 3.80816 50000
-5.53027 1.01613 50000
-8.55909 9.81071 50000
0.0404363 -2.64242 50000
-5.71817 -10.5756 50000
-3.61676 -0.324535 50000
-2.16693 6.58481 50000
-2.10325 -5.27554 50000
1.53862 11.6644 50000
-5.11563 9.43607 50000
-3.03101 -13.1511 50000
-5.45966 10.5213 50000
-4.61463 3.99882 50000
7.10402 -5.28373 50000
2.12593 6.19343 50000
-3.11298 -11.249 50000
7.20206 5.86501 50000
3.59362 2.74576 50000
3.36374 3.23086 50000
1.69172 -11.8806 50000
0.792576 0.167947 50000
-0.534199 -3.44907 50000
5.02251 -8.4768 50000
-8.35558 6.95289 50000
11.3493 -0.099365 50000
-4.53912 8.13613 50000
12.1859 5.78856 50000
11.4522 -1.75951 50000
-1.21382 12.7055 50000
11.406 3.85039 50000
7.78005 -11.4986 50000
2.50158 -0.450398 50000
13.3323 -3.79211 50000
10.8234 -2.93607 50000
-3.22107 -7.40608 50000
-3.74908 -0.549166 50000
-9.0389 -0.664665 50000
-11.6752 6.00479 50000
-5.83631 8.43476 50000
-1.68016 -7.87931 50000
5.30802 -11.6743 50000
0.826181 -12.6688 50000
-13.164 -2.53578 50000
3.73276 11.8257 50000
-8.79712 -8.62806 50000
7.77706 10.4967 50000
-11.0535 4.14451 50000
1.08703 -5.06148 50000
-2.23681 -6.1183 50000
-8.36229 6.59322 50000
3.19518 2.04668 50000
-11.4916 1.04324 50000
-4.12757 9.03002 50000
-3.41737 -8.32143 50000
-10.5083 -2.07885 50000
9.2503 -0.691948 50000
6.17604 -7.11734 50000
-11.2325 -8.35061 50000
0.585597 -10.3652 50000
-3.14908 -10.2102 50000
2.65531 1.50599 50000
4.46187 7.29792 50000
10.5199 -6.80036 50000
-9.86498 2.0695 50000
11.9727 1.91065 50000
10.3392 -9.04062 50000
7.05207 -11.105 50000
-4.5845 0.0555588 50000
6.41195 3.85852 50000
-9.26495 8.7056 50000
11.1628 0.738403 50000
5.40445 1.96027 50000
3.2082 -13.2461 50000
-11.1072 -3.33978 50000
0.39377 4.24592 50000
-8.11816 -8.45584 50000
0.72928 -1.28584 50000
7.75061 1.46207 50000
7.15707 -3.61389 50000
-6.82646 -0.994049 50000
-8.96612 0.902294 50000
-1.33351 5.32445 50000
-4.10844 12.7846 50000
7.45042 0.787523 50000
3.80762 0.81502 50000
-10.156 -9.59542 50000
-0.293129 -12.674 50000
6.60502 12.6925 50000
12.537 2.86413 50000
-10.7926 -2.53594 50000
11.4347 0.886633 50000
-6.33636 -11.8865 50000
-8.27287 -8.21413 50000
6.46135 4.82398 50000
-0.202457 7.46507 50000
-3.09946 6.85453 50000
6.52435 0.0828179 50000
10.2455 5.54313 50000
1.19005 5.8211 50000
1.12838 5.46641 50000
-1.60623 -1.47759 50000
7.67889 4.02477 50000
13.0083 5.34262 50000
5.91457 12.2289 50000
2.02655 3.51719 50000
3.1664 12.3954 50000
2.73085 -9.2326 50000
9.61771 -0.474701 50000
-12.7739 6.72167 50000
4.15462 12.0607 50000
0.270901 4.45135 50000
-4.37354 -10.5775 50000
-12.296 -6.98021 50000
4.43978 -2.00165 50000
-12.2074 1.29939 50000
-1.27403 6.19354 50000
-9.35214 0.125956 50000
0.837693 -6.35551 50000
-6.27603 -12.6488 50000
-7.12174 6.69574 50000
-9.17135 5.18933 50000
2.60969 -3.60761 50000
3.48385 -10.5536 50000
-7.3851 3.60076 50000
10.7725 1.75891 50000
-1.47554 6.1546 50000
2.9529 -6.50097 50000
5.83893 0.93277 50000
-7.37811 -8.4985 50000
-7.29181 -10.7305 50000
-11.1109 6.64138 50000
11.077 1.81497 50000
2.84221 -0.0769215 50000
-9.97286 -0.209773 50000
2.94987 -9.69136 50000
10.4622 -7.93344 50000
1.43555 1.11396 50000
-12.9836 -0.583424 50000
2.58685 -0.518921 50000
10.9173 -0.543844 50000
10.6227 6.35243 50000
-0.134317 -9.49747 50000
12.4067 2.62673 50000
0.714276 11.5045 50000
5.03639 1.90274 50000
-6.77317 -4.29849 50000
-10.1577 -1.28282 50000
0.69828 -2.83325 50000
2.82485 0.683047 50000
3.71757 -7.10781 50000
-4.9369 -11.5654 50000
3.85431 -11.4298 50000
3.55049 8.72919 50000
-6.98985 -3.99636 50000
5.99854 -2.62171 50000
8.65923 6.6182 50000
-9.71306 -7.18103 50000
-10.4438 6.64878 50000
-7.40529 8.77821 50000
-7.54049 -10.3202 50000
5.71592 12.5205 50000
-11.2091 8.67606 50000
-10.3044 -0.905387 50000
7.71358 11.9491 50000
2.858 12.3712 50000
-12.5689 5.1802 50000
-9.99077 4.02776 50000
-1.26162 -8.0933 50000
-6.90577 2.1374 50000
6.35575 -4.62332 50000
-2.90935 -5.48322 50000
-5.92247 -7.82033 50000
-12.58 -1.50942 50000
-2.73374 6.55874 50000
-1.34204 -7.77201 50000
4.72396 6.81052 50000
1.82413 -9.69222 50000
2.47154 -12.3206 50000
4.03392 -7.33185 50000
-8.20758 8.59753 50000
0.798247 -3.44151 50000
10.7123 -7.07725 50000
1.36818 5.38656 50000
12.9369 4.05062 50000
6.62586 5.71472 50000
8.04935 -10.9807 50000
11.3525 -5.32911 50000
-9.95312 1.82266 50000
-8.91995 -3.08433 50000
5.93742 -8.09454 50000
-10.5186 0.300872 50000
-3.84801 0.794815 50000
5.07752 11.1291 50000
11.1461 -1.4021 50000
4.44017 5.48862 50000
-4.46977 -10.1049 50000
-8.86246 0.538283 50000
-5.35093 -2.46547 50000
4.51161 5.18987 50000
-6.95852 -5.65048 50000
5.93933 -2.18713 50000
-8.18173 3.05926 50000
3.23881 10.9815 50000
-8.36867 10.9962 50000
2.5005 -1.1882 50000
10.5649 -6.87638 50000
2.82547 12.0551 50000
-2.83623 -0.203963 50000
4.81087 1.741 50000
10.201 -0.91815 50000
-12.9175 5.31105 50000
-1.39538 13.275 50000
1.89564 12.4886 50000
-5.47197 4.00993 50000
-6.65719 -10.0974 50000
4.51611 5.80792 50000
-8.38888 -9.96697 50000
-7.20172 -12.5384 50000
-9.43089 6.13596 50000
-9.53487 4.30232 50000
-7.01716 0.785353 50000
-0.981666 10.3083 50000
7.30716 7.21243 50000
-5.62963 8.75835 50000
11.9739 2.25754 50000
11.4009 6.53207 50000
-5.46541 9.15707 50000
10.982 -0.457758 50000
1.88097 -11.0074 50000
3.97839 -9.63251 50000
-13.1827 -0.824659 50000
6.83922 12.0836 50000
-12.8063 -5.64717 50000
11.7397 7.37573 50000
-6.94182 12.0191 50000
6.98461 1.25564 50000
2.92685 1.91087 50000
1.589 12.7256 50000
-13.3903 0.832592 50000
-2.43146 3.59202 50000
-10.3311 -2.54193 50000
11.2211 8.74942 50000
1.82216 12.4486 50000
-10.6925 9.59368 50000
9.97838 -2.25979 50000
-8.89828 4.84029 50000
-9.3731 -7.1751 50000
8.44756 -8.54073 50000
-1.89168 1.32482 50000
-12.6155 -0.29823 50000
-5.00657 -4.96837 50000
-10.9538 6.20154 50000
-8.57845 -4.97817 50000
9.19565 -3.34809 50000
-0.761235 -2.39467 50000
3.11279 1.85765 50000
5.70924 -2.74759 50000
-3.18179 1.3639 50000
4.60626 -11.9739 50000
-4.13756 7.25126 50000
1.58038 6.79268 50000
-11.0907 -3.24952 50000
7.72158 11.6073 50000
-0.642532 -12.3613 50000
2.52138 -8.16386 50000
0.428739 6.49707 50000
-3.28957 -3.87338 50000
-0.556764 6.184 50000
7.11414 -7.89528 50000
1.46896 2.57187 50000
-8.83358 -0.184249 50000
3.08264 10.4189 50000
0.112966 5.3159 50000
-1.47682 7.03173 50000
-5.98104 3.8756 50000
10.5262 1.31376 50000
12.5701 -4.21233 50000
3.96729 2.95034 50000
-0.286144 9.71349 50000
-6.67216 2.28058 50000
11.8902 8.04313 50000
4.93094 -9.60858 50000
2.6103 -11.8291 50000
-13.3673 1.78206 50000
2.96962 4.73432 50000
0.642815 0.412656 50000
9.07188 11.2771 50000
3.34339 4.97559 50000
-6.86815 11.4316 50000
-9.65039 -2.92225 50000
-5.03068 6.23026 50000
-4.35506 3.9614 50000
13.4144 -2.56731 50000
-10.3132 -2.78216 50000
9.34569 7.66711 50000
0.31069 2.95589 50000
7.04179 -2.28887 50000
9.91001 5.72347 50000
-2.95978 -6.069 50000
13.3861 -1.29043 50000
1.93543 13.3347 50000
-8.09032 1.22053 50000
-9.14358 5.16129 50000
-2.98222 3.80903 50000
-4.07252 4.39393 50000
-1.00931 -5.33181 50000
-0.803617 -1.36051 50000
-13.2628 2.25198 50000
-6.63196 -6.37911 50000
0.789762 -9.6546 50000
-6.20246 -1.00783 50000
0.76199 10.5399 50000
-11.5727 4.62965 50000
-1.90987 8.94171 50000
-0.0246627 -2.01797 50000
-0.42129 8.66562 50000
-4.9688 -0.0472054 50000
5.27463 8.05416 50000
10.1536 -6.00439 50000
3.54639 6.25061 50000
11.5017 -2.67126 50000
-9.97011 -3.32504 50000
-7.43965 -1.69441 50000
-2.22021 -2.56697 50000
-9.64332 6.18424 50000
6.2977 -10.3129 50000
5.93109 -1.96863 50000
-5.28885 -1.03959 50000
-11.6863 6.8974 50000
13.4946 -1.88119 50000
13.2816 -3.63067 50000
1.9746 -9.50434 50000
-1.9762 4.0263 50000
-10.4446 0.224719 50000
-5.99406 -6.57297 50000
-3.52668 -10.5913 50000
4.93471 2.53836 50000
2.78122 -4.74709 50000
-4.0063 -13.1246 50000
0.441003 -10.3458 50000
9.00337 -1.04035 50000
13.3969 -5.47878 50000
2.05705 6.20274 50000
7.24979 9.1862 50000
12.199 -5.8868 50000
3.35381 5.93102 50000
-2.96612 -2.5081 50000
4.9744 10.4048 50000
-2.66433 3.13484 50000
-0.282202 -1.72208 50000
11.3682 0.0425388 50000
-4.40335 -7.47906 50000
-0.0532192 5.57 50000
-9.53894 -0.0859954 50000
-7.66072 3.49057 50000
-5.41441 -2.55826 50000
12.0636 2.31024 50000
-11.0315 -1.19935 50000
-10.2104 5.49039 50000
5.60445 5.54164 50000
8.14164 0.396714 50000
4.59693 -0.737948 50000
5.81637 7.5234 50000
3.28829 -1.28631 50000
-3.45467 6.89903 50000
-5.81148 -8.01691 50000
8.9351 4.08039 50000
11.9842 -0.599618 50000
-7.28455 -1.35966 50000
-5.5912 -3.66717 50000
4.42693 9.55611 50000
13.2553 5.51944 50000
0.0792242 1.40433 50000
7.31307 7.10282 50000
6.81142 0.768753 50000
-1.49056 3.01456 50000
1.08548 3.76732 50000
4.03781 -8.12962 50000
-4.55581 -8.8955 50000
4.75328 2.03126 50000
12.3648 2.55527 50000
-7.38292 -7.01312 50000
-11.7604 -6.71293 50000
-1.52886 -11.2824 50000
-9.48167 5.77222 50000
3.00975 -2.92484 50000
7.98015 -4.23268 50000
-3.19704 3.88386 50000
1.43401 -2.37022 50000
-1.20514 7.90508 50000
-8.14192 8.3669 50000
-5.7939 5.55383 50000
-10.9189 1.08772 50000
10.5504 -2.2964 50000
1.09958 12.8357 50000
-2.47486 -9.98285 50000
-9.72567 -7.94105 50000
-0.402263 -8.5794 50000
5.63214 -1.27637 50000
2.31511 9.70774 50000
-7.57413 -10.8814 50000
-1.60211 4.29945 50000
-2.60177 1.4305 50000
-6.38099 -0.353319 50000
1.68248 -0.306227 50000
-10.702 2.66009 50000
-7.41943 -5.21397 50000
7.14508 3.20705 50000
4.12435 -2.89492 50000
-5.2553 7.75286 50000
-7.84231 -10.0388 50000
4.99409 -8.89449 50000
-10.2982 -2.16147 50000
-2.72173 8.42021 50000
-8.36489 -1.06837 50000
-1.33755 -5.88012 50000
3.21874 11.8641 50000
-0.116549 2.88802 50000
-1.50103 -2.0053 50000
0.42108 -12.6101 50000
7.1179 -9.78218 50000
9.43086 2.87888 50000
-5.43639 8.66429 50000
-2.60905 12.2088 50000
3.24339 7.35035 50000
-4.68593 10.2455 50000
-5.38634 10.2512 50000
-13.2124 -0.141717 50000
3.15491 1.7029 50000
-8.97687 0.37719 50000
-8.89391 4.32146 50000
7.49006 -3.45495 50000
4.83044 -11.0174 50000
0.604725 -2.16637 50000
-10.7823 9.03999 50000
-10.321 9.75286 50000
-3.42518 0.854251 50000
-10.7389 5.95097 50000
-4.2625 -8.62149 50000
11.6504 8.26204 50000
-0.566506 3.20686 50000
5.8673 -9.64301 50000
-0.57072 -13.008 50000
-1.14049 9.15431 50000
-4.50891 -10.362 50000
-10.7745 9.64689 50000
12.6917 -2.82449 50000
-5.76251 4.30105 50000
-10.5564 -8.31592 50000
6.63243 -8.52339 50000
-8.80157 -10.0882 50000
-5.5609 -7.47409 50000
-10.4666 8.75217 50000
4.376 2.09656 50000
1.84226 7.04354 50000
9.56811 -7.0255 50000
-8.22416 0.300216 50000
-0.0251908 -9.41901 50000
9.7435 4.49608 50000
-7.88946 0.0173243 50000
9.92677 -9.6572 50000
-1.50727 -3.69617 50000
-6.61207 9.63044 50000
-2.33744 -3.59904 50000
10.6038 1.21958 50000
-1.32074 9.37396 50000
-11.388 6.6188 50000
-7.5811 10.139 50000
-11.1882 -6.67824 50000
6.39542 5.56728 50000
-4.95676 -0.557685 50000
7.87526 -1.8263 50000
-8.9711 1.34421 50000
-7.85982 -0.986684 50000
-12.6202 -6.1868 50000
-12.4118 -2.28833 50000
-4.22474 12.6902 50000
3.92196 -8.96701 50000
8.77601 -5.11532 50000
3.28656 -9.16017 50000
-8.393 -1.80568 50000
-5.6688 11.7499 50000
9.94297 -9.66179 50000
-11.5241 -2.85356 50000
10.2268 -3.89142 50000
3.16456 6.69839 50000
-2.44732 1.04827 50000
13.3856 3.04652 50000
-7.35571 -4.44028 50000
9.24124 -7.18814 50000
-0.0391273 -10.1481 50000
6.84747 -5.41735 50000
-10.5392 5.63115 50000
8.34445 -4.96396 50000
1.3002 -13.1492 50000
-6.7122 6.56726 50000
1.22524 -1.1076 50000
9.91776 -3.94903 50000
-2.75807 -9.38106 50000
-1.89331 -0.284231 50000
-1.5346 1.29174 50000
-5.13646 8.16318 50000
9.68546 9.97369 50000
9.59232 10.0234 50000
7.66923 -1.75192 50000
-2.06902 0.364575 50000
-10.3549 0.229676 50000
11.5952 -6.84489 50000
-11.2613 0.372789 50000
4.19184 -10.2362 50000
7.01718 6.30453 50000
10.1078 -1.54097 50000
1.60925 -8.28267 50000
-5.17248 -10.4829 50000
-4.99373 11.5567 50000
8.54385 3.97218 50000
3.41242 -3.19783 50000
-4.53333 -2.42864 50000
-12.8682 -0.31144 50000
4.73341 5.6955 50000
-6.79624 -12.2919 50000
3.32036 -2.41027 50000
-12.8621 6.1081 50000
12.9773 1.18246 50000
0.368971 4.94499 50000
-1.164 -1.64841 50000
-11.5362 -1.89817 50000
4.97392 8.29426 50000
-3.38775 -6.82548 50000
-7.28598 7.15641 50000
0.431386 8.63357 50000
11.9424 -6.42175 50000
-8.38356 -4.83251 50000
-0.775668 10.3121 50000
0.468094 4.61404 50000
-4.99881 -0.431288 50000
3.82816 -8.6143 50000
-7.3523 4.2483 50000
4.45474 -5.2046 50000
-4.32753 -1.28733 50000
-12.632 6.18904 50000
8.84215 -3.74542 50000
12.198 -0.709231 50000
-0.489421 -13.0794 50000
12.0656 -5.3325 50000
-13.0656 1.84383 50000
-1.14384 -7.25763 50000
-5.37998 -3.90181 50000
-0.863748 11.7404 50000
-1.47849 8.97299 50000
11.715 2.16776 50000
4.68599 9.49369 50000
6.34853 5.61667 50000
2.76199 -11.9475 50000
0.277068 0.977606 50000
11.246 -4.09794 50000
3.46996 -9.83106 50000
-0.684651 1.77952 50000
-4.56188 2.94584 50000
9.11503 -5.58492 50000
-0.636365 2.88178 50000
8.27692 -3.4709 50000
0.243415 -10.6553 50000
-10.6015 -5.55105 50000
8.98439 10.1696 50000
1.27532 1.77049 50000
5.65355 -3.62219 50000
1.46484 3.94736 50000
-4.28444 2.69863 50000
6.7143 5.5942 50000
12.575 1.21819 50000
10.0164 -8.17637 50000
-6.76141 -0.999916 50000
4.9559 11.9851 50000
11.042 6.73157 50000
-1.17559 11.07 50000
3.97215 -0.698713 50000
